ax,ay,az,rx,ry,rz,timestamp
0.196144,0.178802,9.2989,-0.024355469999999997,-0.004924329999999999,-0.008384669999999999,1746802360713844
0.199134,0.186576,9.297106,-0.024355469999999997,-0.0053235999999999995,-0.009050119999999998,1746802380690064
0.206908,0.18418400000000001,9.296508,-0.024355469999999997,-0.005456689999999999,-0.008783939999999999,1746802400666324
0.19435,0.174018,9.294714,-0.025154009999999997,-0.00572287,-0.0073199499999999995,1746802420642444
0.197938,0.182988,9.297704,-0.024355469999999997,-0.005456689999999999,-0.006920679999999999,1746802440618564
0.20033,0.18837,9.305478,-0.02369002,-0.00519051,-0.0073199499999999995,1746802460594664
0.193752,0.181194,9.276774,-0.02369002,-0.00612214,-0.007719219999999999,1746802480570764
0.21049600000000002,0.1794,9.289332,-0.023423839999999998,-0.0058559599999999995,-0.00718686,1746802500546964
0.205114,0.178802,9.314448,-0.023823109999999998,-0.00572287,-0.007719219999999999,1746802520522424
0.217672,0.177008,9.301292,-0.023556929999999997,-0.00519051,-0.00785231,1746802540498564
0.208104,0.17342,9.293518,-0.023423839999999998,-0.00505742,-0.00851776,1746802560474704
0.19136,0.181792,9.279764,-0.023423839999999998,-0.005989049999999999,-0.008118489999999999,1746802580450804
0.208702,0.187174,9.284548000000001,-0.023823109999999998,-0.0058559599999999995,-0.00785231,1746802600426964
0.20391800000000002,0.17641,9.2989,-0.024355469999999997,-0.00519051,-0.007453039999999999,1746802620403144
0.212888,0.18239,9.281558,-0.024355469999999997,-0.005589779999999999,-0.007053769999999999,1746802640379344
0.208104,0.18418400000000001,9.306674,-0.02448856,-0.005589779999999999,-0.00785231,1746802660355284
0.206908,0.179998,9.29591,-0.024222379999999998,-0.00465815,-0.007586129999999999,1746802680331484
0.218868,0.169234,9.280362,-0.023823109999999998,-0.005989049999999999,-0.00718686,1746802700307524
0.207506,0.189566,9.306674,-0.023423839999999998,-0.0058559599999999995,-0.0079854,1746802720283644
0.21049600000000002,0.187174,9.313252,-0.023423839999999998,-0.004924329999999999,-0.008384669999999999,1746802740259824
0.198536,0.187772,9.291126,-0.023956199999999997,-0.00412579,-0.007719219999999999,1746802760236064
0.191958,0.172224,9.2989,-0.023024569999999998,-0.00465815,-0.00865085,1746801781212264
0.19076200000000001,0.16744,9.297704,-0.023823109999999998,-0.004924329999999999,-0.008118489999999999,1746801801188404
0.202722,0.19136,9.269598,-0.023823109999999998,-0.00572287,-0.0079854,1746801821164064
0.206908,0.17043,9.315644,-0.02369002,-0.0053235999999999995,-0.0079854,1746801841140184
0.208104,0.178204,9.2989,-0.02462165,-0.005589779999999999,-0.007719219999999999,1746801861116364
0.202124,0.178802,9.303684,-0.02502092,-0.005589779999999999,-0.00891703,1746801881092484
0.19734000000000002,0.181792,9.300096,-0.02502092,-0.005589779999999999,-0.009050119999999998,1746801901068584
0.194948,0.19076200000000001,9.316840000000001,-0.024355469999999997,-0.00465815,-0.00851776,1746801921044804
0.21229,0.185978,9.316840000000001,-0.023423839999999998,-0.004924329999999999,-0.0079854,1746801941020964
0.20391800000000002,0.179998,9.319232,-0.023024569999999998,-0.00505742,-0.0073199499999999995,1746801960997084
0.202124,0.177008,9.309066,-0.02462165,-0.005589779999999999,-0.00718686,1746801980973204
0.204516,0.187772,9.306076000000001,-0.023157659999999997,-0.00519051,-0.007586129999999999,1746802000949424
0.212888,0.178204,9.290528,-0.023556929999999997,-0.00505742,-0.00785231,1746802020925544
0.20631,0.174616,9.282754,-0.024222379999999998,-0.00519051,-0.00785231,1746802040901624
0.202124,0.1794,9.310262,-0.023956199999999997,-0.00519051,-0.007586129999999999,1746802060877944
0.200928,0.181194,9.30488,-0.02502092,-0.00505742,-0.00825158,1746802080854144
0.205712,0.166842,9.300694,-0.024355469999999997,-0.00465815,-0.0079854,1746802100830344
0.212888,0.182988,9.294116,-0.02369002,-0.005589779999999999,-0.0079854,1746802120806544
0.200928,0.184782,9.29292,-0.02369002,-0.005989049999999999,-0.008384669999999999,1746802140782804
0.192556,0.172224,9.309664,-0.025287099999999996,-0.00572287,-0.008118489999999999,1746802160758944
0.202124,0.178204,9.284548000000001,-0.02462165,-0.005456689999999999,-0.007053769999999999,1746802180735204
0.208702,0.17641,9.292322,-0.02369002,-0.005589779999999999,-0.008118489999999999,1746802200711444
0.201526,0.186576,9.29292,-0.02369002,-0.00612214,-0.007719219999999999,1746802220687664
0.201526,0.1794,9.298302,-0.02369002,-0.005456689999999999,-0.007586129999999999,1746802240663884
0.211094,0.185978,9.287538,-0.02462165,-0.0053235999999999995,-0.007053769999999999,1746802260640044
0.212888,0.178802,9.282754,-0.024754739999999997,-0.004924329999999999,-0.00785231,1746802280616284
0.199732,0.174018,9.30189,-0.02462165,-0.00519051,-0.007453039999999999,1746802300592524
0.192556,0.181792,9.303086,-0.02408929,-0.00505742,-0.006521409999999999,1746802320568664
0.200928,0.187174,9.28694,-0.02408929,-0.00519051,-0.007586129999999999,1746802340544824
0.213486,0.181792,9.293518,-0.023556929999999997,-0.00572287,-0.00785231,1746802360520964
0.20391800000000002,0.188968,9.286342,-0.02408929,-0.004525059999999999,-0.00825158,1746802380497224
0.187174,0.181194,9.278568,-0.02408929,-0.00425888,-0.00865085,1746802400473324
0.21229,0.18239,9.311458,-0.024355469999999997,-0.005456689999999999,-0.007719219999999999,1746802420449484
0.199732,0.188968,9.291126,-0.02502092,-0.004924329999999999,-0.0073199499999999995,1746802440425664
0.196742,0.172822,9.2989,-0.023956199999999997,-0.00612214,-0.006654499999999999,1746802460401864
0.194948,0.183586,9.31385,-0.023556929999999997,-0.00519051,-0.007586129999999999,1746802480377964
0.205712,0.196144,9.308468,-0.023956199999999997,-0.005456689999999999,-0.00865085,1746802500354084
0.199732,0.181792,9.295312000000001,-0.02408929,-0.0053235999999999995,-0.00785231,1746802520330224
0.193752,0.177606,9.296508,-0.024355469999999997,-0.0053235999999999995,-0.00718686,1746802540306504
0.205712,0.19136,9.273186,-0.02462165,-0.00572287,-0.00785231,1746802560282484
0.202722,0.182988,9.297704,-0.023956199999999997,-0.004391969999999999,-0.00891703,1746802580258624
0.202722,0.172822,9.312056,-0.023823109999999998,-0.00412579,-0.008384669999999999,1746802600234804
0.197938,0.181194,9.312056,-0.02448856,-0.005456689999999999,-0.0073199499999999995,1746802620210964
0.200928,0.183586,9.29292,-0.024222379999999998,-0.004924329999999999,-0.00865085,1746802640187044
0.20391800000000002,0.184782,9.31086,-0.024222379999999998,-0.004391969999999999,-0.00825158,1746802660163184
0.208104,0.177008,9.28395,-0.02462165,-0.004924329999999999,-0.00785231,1746802680139404
0.205114,0.18418400000000001,9.291724,-0.024887829999999996,-0.005589779999999999,-0.0073199499999999995,1746802700115464
0.204516,0.178204,9.290528,-0.02502092,-0.005456689999999999,-0.008118489999999999,1746802720091624
0.188968,0.182988,9.294714,-0.024222379999999998,-0.005589779999999999,-0.007453039999999999,1746802740067784
0.207506,0.17641,9.300694,-0.024355469999999997,-0.00519051,-0.007719219999999999,1746802760043924
0.206908,0.183586,9.315644,-0.023423839999999998,-0.00519051,-0.0079854,1746801781019964
0.206908,0.182988,9.306076000000001,-0.024222379999999998,-0.00519051,-0.00851776,1746801800996184
0.202124,0.174018,9.30488,-0.024887829999999996,-0.00519051,-0.008384669999999999,1746801820972284
0.2093,0.17342,9.314448,-0.023423839999999998,-0.0053235999999999995,-0.007586129999999999,1746801840948364
0.20631,0.17043,9.274382,-0.022625299999999997,-0.00505742,-0.008118489999999999,1746801860924504
0.198536,0.190164,9.304282,-0.023423839999999998,-0.00425888,-0.007453039999999999,1746801880900684
0.21587800000000001,0.187174,9.292322,-0.02408929,-0.005589779999999999,-0.0079854,1746801900876944
0.20391800000000002,0.177008,9.295312000000001,-0.024754739999999997,-0.00412579,-0.00825158,1746801920853084
0.199134,0.18239,9.309664,-0.024887829999999996,-0.0053235999999999995,-0.008118489999999999,1746801940829224
0.212888,0.19076200000000001,9.303684,-0.024355469999999997,-0.00572287,-0.007053769999999999,1746801960805344
0.2093,0.18538,9.293518,-0.023024569999999998,-0.005456689999999999,-0.0079854,1746801980781444
0.205114,0.171028,9.28993,-0.02369002,-0.005589779999999999,-0.00891703,1746802000757684
0.206908,0.184782,9.30488,-0.023823109999999998,-0.0058559599999999995,-0.007719219999999999,1746802020733784
0.200928,0.180596,9.291126,-0.023423839999999998,-0.005589779999999999,-0.00865085,1746802040709944
0.208702,0.19734000000000002,9.309066,-0.024222379999999998,-0.00572287,-0.00825158,1746802060686104
0.211692,0.172822,9.306076000000001,-0.023956199999999997,-0.00612214,-0.008118489999999999,1746802080662164
0.199134,0.187174,9.300694,-0.02369002,-0.0058559599999999995,-0.007719219999999999,1746802100638304
0.20033,0.18418400000000001,9.281558,-0.02408929,-0.005589779999999999,-0.00718686,1746802120614524
0.21587800000000001,0.175812,9.306076000000001,-0.024355469999999997,-0.005456689999999999,-0.008118489999999999,1746802140590684
0.20391800000000002,0.16744,9.32282,-0.024222379999999998,-0.004924329999999999,-0.00825158,1746802160566904
0.194948,0.17641,9.288136,-0.023823109999999998,-0.0053235999999999995,-0.008384669999999999,1746802180542944
0.20631,0.172224,9.279764,-0.02369002,-0.0053235999999999995,-0.00785231,1746802200519124
0.211692,0.16445,9.285744,-0.023823109999999998,-0.00572287,-0.007586129999999999,1746802220495324
0.19076200000000001,0.187174,9.297106,-0.023157659999999997,-0.0058559599999999995,-0.00825158,1746802240471484
0.205114,0.191958,9.288136,-0.024222379999999998,-0.00519051,-0.0093163,1746802260447624
0.196144,0.184782,9.312056,-0.023956199999999997,-0.00505742,-0.00825158,1746802280423784
0.198536,0.169832,9.286342,-0.02329075,-0.004525059999999999,-0.007586129999999999,1746802300399964
0.206908,0.181792,9.315644,-0.024222379999999998,-0.0047912399999999996,-0.00785231,1746802320376084
0.196742,0.178802,9.286342,-0.024222379999999998,-0.00505742,-0.0073199499999999995,1746802340352284
0.21229,0.1794,9.296508,-0.02408929,-0.00572287,-0.007586129999999999,1746802360328464
0.207506,0.18418400000000001,9.302488,-0.02369002,-0.004525059999999999,-0.007053769999999999,1746802380304664
0.196144,0.178204,9.283352,-0.023423839999999998,-0.00505742,-0.00678759,1746802400280864
0.200928,0.18418400000000001,9.298302,-0.02408929,-0.0047912399999999996,-0.007453039999999999,1746802420257004
0.193752,0.175812,9.294714,-0.023157659999999997,-0.0039927,-0.007053769999999999,1746802440233244
0.207506,0.169234,9.300694,-0.023556929999999997,-0.00465815,-0.00678759,1746802460209404
0.20332,0.171626,9.285744,-0.023556929999999997,-0.00505742,-0.00851776,1746802480185604
0.206908,0.18239,9.311458,-0.023556929999999997,-0.004525059999999999,-0.00785231,1746802500161724
0.202124,0.165048,9.296508,-0.023556929999999997,-0.00465815,-0.007719219999999999,1746802520137864
0.19435,0.191958,9.28993,-0.024222379999999998,-0.004391969999999999,-0.00865085,1746802540113984
0.208104,0.168636,9.31385,-0.02329075,-0.0053235999999999995,-0.00851776,1746802560090144
0.195546,0.181792,9.312654,-0.02369002,-0.004924329999999999,-0.007053769999999999,1746802580066284
